"user_id","sum_canc_page_clicks","sum_page_clicks","number_sessions","canc_number_session","avg_session_duration","avg_canc_session_duration","avg_days_to_cancellation","segment_cancellation","segment_travel_party","gender","home_country","home_city","home_airport","married","has_children","age","segment_age_group","segment_family","avg_nights_new","avg_rooms","avg_checked_bags","number_trips","segment_travel_frequency","avg_duration_stay","avg_distance_miles","segment_flight_distance","cost_hotel","cost_flight","total_costs","segment_spend","avg_days_to_travel","segment_booking_time","customer_group","assigned_perk"
"514899","","182","9","0","1.8888888888888888","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","boston","BOS","false","true","36","35-44","not married, children","2.2000000000000000","1.6000000000000000","0.83333333333333333333","6","Frequent Traveler","80.0000000000000000","1044.0022064240309","Medium-Haul Flyer (500-2000 miles)","4484.4","2287.932","6772.332","","6","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"514925","362","284","8","1","1.125","0","12","Moderate Cancellers (8-30 days)","Solo traveler","F","canada","ottawa","YOW","false","false","16","16-24","not married, no children","7.0000000000000000","1.00000000000000000000","","1","Low Freqent Traveler","168.0000000000000000","","Unknown","1288","0","1288","","7","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"514926","","93","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","canada","halifax","YHZ","false","false","28","25-34","not married, no children","3.3333333333333333","1.00000000000000000000","0.00000000000000000000","3","Casual Traveler","108.0000000000000000","1367.969318697997","Medium-Haul Flyer (500-2000 miles)","1702","905.35","2607.35","","7.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"514931","","100","9","0","0.8888888888888888","","","No Cancellation/nothing booked","nothing booked","F","usa","baton rouge","BTR","false","false","16","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"514944","","135","9","0","1.4444444444444444","","","No Cancellation/nothing booked","Solo traveler","M","usa","los angeles","LAX","true","true","48","45-54","married, children","4.0000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","120.0000000000000000","2149.26019353617","Long-Haul Flyer (>2000 miles)","425","610.81","1035.81","","7","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"514951","","119","8","0","1.25","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","austin","AUS","false","true","37","35-44","not married, children","4.0000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","288.0000000000000000","4149.796598641747","Long-Haul Flyer (>2000 miles)","525","7829.92","8354.92","High Spender","101","Moderate Early Booker","High Spender","1 Night free Hotel with Flight"
"514953","40","198","9","1","4.222222222222222","20","1.5","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","sacramento","SMF","true","false","46","45-54","married, no children","10.0000000000000000","2.0000000000000000","","2","Casual Traveler","240.0000000000000000","","Unknown","8922.0","0","8922.0","High Spender","2","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"514980","","169","8","0","2.25","","","No Cancellation/nothing booked","Solo and group traveler","M","usa","indianapolis","IND","false","false","38","35-44","not married, no children","4.2857142857142857","1.4285714285714286","0.57142857142857142857","7","Frequent Traveler","133.7142857142857143","1133.2294895553646","Medium-Haul Flyer (500-2000 miles)","7731.45","4207.9875","11939.4375","High Spender","9.142857142857142","Early Booker","Jet Sprint Nomad","Exclusive Discounts"
"514981","","96","8","0","1","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","long beach","LGB","true","false","47","45-54","married, no children","3.6666666666666667","1.3333333333333333","0.33333333333333333333","3","Casual Traveler","120.0000000000000000","260.4222039930576","Short-Haul Flyer (<500 miles)","2446","501.08","2947.08","","9.666666666666666","Early Booker","Business Traveler","No Cancellation Fees"
"515004","","153","8","0","1.75","","","No Cancellation/nothing booked","Solo traveler","F","usa","sacramento","MHR","true","true","50","45-54","married, children","4.5000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","48.0000000000000000","2571.542073069176","Long-Haul Flyer (>2000 miles)","1818","734.59","2552.59","","9","Early Booker","Family Traveler","Free Hotel Meal"
"515013","","98","8","0","1","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","milwaukee","MKE","false","false","47","45-54","not married, no children","0.00000000000000000000","2.0000000000000000","0.50000000000000000000","2","Casual Traveler","60.0000000000000000","960.3356718546106","Medium-Haul Flyer (500-2000 miles)","704","1232.6040","1936.6040","","5.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515020","","174","8","0","2.125","","","No Cancellation/nothing booked","Solo traveler","F","usa","san francisco","SFO","false","false","20","16-24","not married, no children","5.0000000000000000","1.00000000000000000000","1.00000000000000000000","3","Casual Traveler","72.0000000000000000","1256.4414380844457","Medium-Haul Flyer (500-2000 miles)","2722","709.20","3431.20","","8.5","Early Booker","Next-Gen Wanderer","Free Hotel Meal"
"515030","","97","8","0","0.875","","","No Cancellation/nothing booked","Solo traveler","M","usa","fort worth","FTW","false","false","33","25-34","not married, no children","13.0000000000000000","1.00000000000000000000","0.00000000000000000000","1","Low Freqent Traveler","336.0000000000000000","29.671063988490253","Short-Haul Flyer (<500 miles)","1596","8.17","1604.17","","3","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515051","","222","9","0","2.4444444444444446","","","No Cancellation/nothing booked","Solo traveler","F","canada","calgary","YYC","true","false","45","45-54","married, no children","5.4000000000000000","1.00000000000000000000","1.2000000000000000","5","Frequent Traveler","163.2000000000000000","1642.0058908145609","Medium-Haul Flyer (500-2000 miles)","5177.0","2524.92","7701.92","High Spender","6.4","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515058","","158","8","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","canada","saskatoon","YXE","false","false","49","45-54","not married, no children","2.2000000000000000","1.2000000000000000","0.25000000000000000000","5","Frequent Traveler","72.0000000000000000","1200.3440124202386","Medium-Haul Flyer (500-2000 miles)","5168","1417.67","6585.67","","6.25","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515060","","116","9","0","1.1111111111111112","","","No Cancellation/nothing booked","Solo traveler","F","usa","chicago","ORD","false","false","48","45-54","not married, no children","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","120.0000000000000000","374.39545487133694","Short-Haul Flyer (<500 miles)","1910","209.26","2119.26","","8","Early Booker","Business Traveler","No Cancellation Fees"
"515085","132","197","9","1","1.8888888888888888","6","28.5","Moderate Cancellers (8-30 days)","Solo and group traveler","F","usa","new york","JFK","true","true","60","55-64","married, children","9.0000000000000000","1.00000000000000000000","","1","Low Freqent Traveler","216.0000000000000000","","Unknown","1737","0","1737","","9","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515103","","139","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","usa","chicago","MDW","true","true","50","45-54","married, children","2.3333333333333333","1.00000000000000000000","1.00000000000000000000","3","Casual Traveler","96.0000000000000000","734.3359713704622","Medium-Haul Flyer (500-2000 miles)","1988.90","651.46","2640.36","","7","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515124","300","416","8","1","3.5","0","2","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","reno","RNO","false","false","50","45-54","not married, no children","1.6666666666666667","1.3333333333333333","0.66666666666666666667","3","Casual Traveler","64.0000000000000000","1494.512519350409","Medium-Haul Flyer (500-2000 miles)","849","2737.58","3586.58","","7.666666666666667","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515131","","248","9","0","3","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","san antonio","RND","true","false","46","45-54","married, no children","3.6000000000000000","1.2000000000000000","0.60000000000000000000","5","Frequent Traveler","96.0000000000000000","1561.0605055669887","Medium-Haul Flyer (500-2000 miles)","4862.40","2875.93","7738.33","High Spender","6.8","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515139","138","296","10","1","3.2","9","3.5","Last-Minute Cancellers (1-7 days)","Solo traveler","F","usa","new york","JFK","false","false","35","35-44","not married, no children","2.0000000000000000","1.00000000000000000000","0.00000000000000000000","2","Casual Traveler","72.0000000000000000","1789.5389715670221","Medium-Haul Flyer (500-2000 miles)","1056","1191.67","2247.67","","8.5","Early Booker","Business Traveler","No Cancellation Fees"
"515161","","161","8","0","1.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","santa ana","SNA","true","true","47","45-54","married, children","4.6666666666666667","1.3333333333333333","1.00000000000000000000","3","Casual Traveler","168.0000000000000000","928.0391662930438","Medium-Haul Flyer (500-2000 miles)","1798.25","541.1825","2339.4325","","6.5","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515168","","85","9","0","0.6666666666666666","","","No Cancellation/nothing booked","Solo and group traveler","F","canada","london","YXU","false","true","46","45-54","not married, children","3.5000000000000000","1.5000000000000000","","2","Casual Traveler","84.0000000000000000","","Unknown","5286","0","5286","","10","Early Booker","Family Traveler","Free Hotel Meal"
"515182","","190","8","0","2.5","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","dallas","DAL","false","false","38","35-44","not married, no children","1.6666666666666667","1.1666666666666667","0.83333333333333333333","6","Frequent Traveler","86.4000000000000000","1094.0178293553913","Medium-Haul Flyer (500-2000 miles)","3703","3012.81","6715.81","","6.5","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515198","","188","8","0","2.375","","","No Cancellation/nothing booked","Family/Group traveler","F","canada","toronto","YTZ","false","false","38","35-44","not married, no children","20.0000000000000000","2.0000000000000000","","1","Low Freqent Traveler","480.0000000000000000","","Unknown","3096.0","0","3096.0","","6","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515200","","147","8","0","1.75","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","mobile","BFM","true","false","34","25-34","married, no children","3.5000000000000000","2.0000000000000000","0.50000000000000000000","2","Casual Traveler","120.0000000000000000","1294.8050306136006","Medium-Haul Flyer (500-2000 miles)","1533.6","4418.4140","5952.0140","","6","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515202","","103","9","0","1","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","chicago","MDW","true","false","74","65+","married, no children","3.0000000000000000","3.0000000000000000","","1","Low Freqent Traveler","72.0000000000000000","","Unknown","3033","0","3033","","9","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515205","400","333","8","1","1.625","0","8","Moderate Cancellers (8-30 days)","Family/Group traveler","F","usa","spokane","GEG","true","false","70","65+","married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"515229","22","255","9","1","4.222222222222222","11","0.5","Same-Day Cancellers","Solo and group traveler","F","usa","los angeles","LAX","true","true","51","45-54","married, children","4.2500000000000000","1.5000000000000000","0.33333333333333333333","4","Casual Traveler","80.0000000000000000","2070.889189636133","Long-Haul Flyer (>2000 miles)","4584.70","4556.42","9141.12","High Spender","8.666666666666666","Early Booker","High Spender","1 Night free Hotel with Flight"
"515240","","96","8","0","1","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","indianapolis","IND","true","true","43","35-44","married, children","5.0000000000000000","2.0000000000000000","","1","Low Freqent Traveler","120.0000000000000000","","Unknown","2410","0","2410","","26","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515243","","137","8","0","1.5","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","honolulu","HNL","true","false","40","35-44","married, no children","1.5000000000000000","1.00000000000000000000","0.25000000000000000000","4","Casual Traveler","66.0000000000000000","4114.167139049293","Long-Haul Flyer (>2000 miles)","729.85","7162.34","7892.19","High Spender","8","Early Booker","High Spender","1 Night free Hotel with Flight"
"515258","","125","8","0","1.5","","","No Cancellation/nothing booked","Solo and group traveler","M","usa","des moines","DSM","false","false","26","25-34","not married, no children","1.00000000000000000000","1.3333333333333333","0.33333333333333333333","3","Casual Traveler","64.0000000000000000","906.828814546316","Medium-Haul Flyer (500-2000 miles)","785.7","1305.4240","2091.1240","","7.666666666666667","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515271","","134","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","canada","montreal","YHU","false","true","56","55-64","not married, children","0.66666666666666666667","1.00000000000000000000","0.00000000000000000000","3","Casual Traveler","48.0000000000000000","1370.5205291048032","Medium-Haul Flyer (500-2000 miles)","633","1380.60","2013.60","","7","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515274","","118","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","M","canada","toronto","YKZ","false","false","35","35-44","not married, no children","2.8333333333333333","1.00000000000000000000","0.25000000000000000000","6","Frequent Traveler","96.0000000000000000","1028.0804259312363","Medium-Haul Flyer (500-2000 miles)","3984","1194.39","5178.39","","7.5","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515306","","145","9","0","1.5555555555555556","","","No Cancellation/nothing booked","Solo traveler","F","usa","modesto","MOD","true","false","48","45-54","married, no children","8.2500000000000000","1.00000000000000000000","0.66666666666666666667","4","Casual Traveler","228.0000000000000000","1805.9067711315922","Medium-Haul Flyer (500-2000 miles)","5587","1260.21","6847.21","","7.666666666666667","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515330","","103","8","0","1.125","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","houston","IAH","false","false","48","45-54","not married, no children","1.3333333333333333","1.3333333333333333","0.33333333333333333333","3","Casual Traveler","64.0000000000000000","1490.4912701956175","Medium-Haul Flyer (500-2000 miles)","1258","2831.40","4089.40","","5.666666666666667","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515344","","180","8","0","2.25","","","No Cancellation/nothing booked","Solo and group traveler","M","usa","new york","LGA","false","false","47","45-54","not married, no children","4.2000000000000000","1.2000000000000000","0.66666666666666666667","5","Frequent Traveler","56.0000000000000000","1508.8308697362645","Medium-Haul Flyer (500-2000 miles)","8987.60","1261.5660","10249.1660","High Spender","7","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515398","","137","9","0","1.4444444444444444","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","LGA","true","true","39","35-44","married, children","1.00000000000000000000","1.3333333333333333","1.5000000000000000","4","Casual Traveler","42.0000000000000000","1413.73699780649","Medium-Haul Flyer (500-2000 miles)","633.40","4746.2535","5379.6535","","5.25","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515409","","167","8","0","2.125","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","JFK","true","true","44","35-44","married, children","1.6666666666666667","1.6666666666666667","1.00000000000000000000","3","Casual Traveler","80.0000000000000000","1106.2271788336052","Medium-Haul Flyer (500-2000 miles)","1638","3005.158","4643.158","","4.333333333333333","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515421","","161","8","0","1.875","","","No Cancellation/nothing booked","Solo and group traveler","F","canada","toronto","YKZ","false","false","47","45-54","not married, no children","2.2500000000000000","1.2500000000000000","0.50000000000000000000","4","Casual Traveler","96.0000000000000000","1063.8502915898523","Medium-Haul Flyer (500-2000 miles)","1955","2890.70","4845.70","","6.25","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515423","","87","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","canada","victoria","YYJ","true","false","55","55-64","married, no children","6.0000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","96.0000000000000000","1710.0366050206435","Medium-Haul Flyer (500-2000 miles)","420","956.22","1376.22","","5.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515436","","180","8","0","2.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","grand rapids","GRR","false","false","22","16-24","not married, no children","4.0000000000000000","1.00000000000000000000","","1","Low Freqent Traveler","96.0000000000000000","","Unknown","868","0","868","","3","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515478","","89","8","0","0.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","winston-salem","INT","true","true","30","25-34","married, children","2.0000000000000000","1.5000000000000000","0.00000000000000000000","2","Casual Traveler","72.0000000000000000","419.23536512289115","Short-Haul Flyer (<500 miles)","855","700.03","1555.03","","7.5","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515490","","180","9","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","oklahoma city","TIK","true","true","55","55-64","married, children","3.0000000000000000","1.2500000000000000","0.25000000000000000000","4","Casual Traveler","104.0000000000000000","1039.0697499849507","Medium-Haul Flyer (500-2000 miles)","2768","2307.49","5075.49","","7.5","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515502","","61","9","0","0.2222222222222222","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","phoenix","PHX","false","true","32","25-34","not married, children","4.0000000000000000","2.0000000000000000","","1","Low Freqent Traveler","96.0000000000000000","","Unknown","1550.40","0","1550.40","","6","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515514","","115","8","0","1.25","","","No Cancellation/nothing booked","nothing booked","F","usa","newport news","PHF","true","false","19","16-24","married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"515516","","127","8","0","1.375","","","No Cancellation/nothing booked","nothing booked","M","usa","houston","EFD","true","false","33","25-34","married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"515523","","104","8","0","1.125","","","No Cancellation/nothing booked","Solo and group traveler","M","usa","las vegas","LAS","false","false","22","16-24","not married, no children","5.3333333333333333","1.3333333333333333","0.00000000000000000000","3","Casual Traveler","120.0000000000000000","1821.6334075987465","Medium-Haul Flyer (500-2000 miles)","6560.60","518.65","7079.25","High Spender","7","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515529","","93","8","0","1","","","No Cancellation/nothing booked","Solo traveler","F","usa","richmond","RIC","true","true","43","35-44","married, children","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","2","Casual Traveler","36.0000000000000000","1461.4787203747162","Medium-Haul Flyer (500-2000 miles)","119","760.1200","879.1200","","4","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515530","","156","8","0","1.875","","","No Cancellation/nothing booked","nothing booked","F","canada","calgary","YYC","false","true","17","16-24","not married, children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"515565","","181","8","0","2.25","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","los angeles","LAX","false","true","43","35-44","not married, children","3.5000000000000000","1.2500000000000000","0.75000000000000000000","4","Casual Traveler","114.0000000000000000","2257.9443758623443","Long-Haul Flyer (>2000 miles)","3352","4631.28","7983.28","High Spender","7.5","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515578","","185","8","0","2.5","","","No Cancellation/nothing booked","Solo traveler","M","usa","san francisco","SFO","false","false","36","35-44","not married, no children","2.5000000000000000","1.00000000000000000000","0.60000000000000000000","6","Frequent Traveler","84.0000000000000000","1965.5129604216309","Medium-Haul Flyer (500-2000 miles)","3370.70","2275.992000000000042577","5646.692000000000042577","","6.6","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515580","","188","8","0","2.375","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","indianapolis","IND","false","false","44","35-44","not married, no children","5.2500000000000000","1.2500000000000000","0.66666666666666666667","4","Casual Traveler","120.0000000000000000","1305.643200776698","Medium-Haul Flyer (500-2000 miles)","5762.8","1171.92","6934.72","","8","Early Booker","Business Traveler","No Cancellation Fees"
"515586","","133","9","0","1.4444444444444444","","","No Cancellation/nothing booked","Solo traveler","F","usa","san diego","SAN","false","false","54","45-54","not married, no children","2.3333333333333333","1.00000000000000000000","0.60000000000000000000","5","Frequent Traveler","72.0000000000000000","2031.6885390383954","Long-Haul Flyer (>2000 miles)","2648","2781.70","5429.70","","7.4","Last Minute Booker","Mile Master","Free Checked Bag"
"515610","400","290","8","1","1","0","5.5","Last-Minute Cancellers (1-7 days)","Solo and group traveler","M","canada","vancouver","YVR","true","true","32","25-34","married, children","3.0000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","96.0000000000000000","1950.2856370523932","Medium-Haul Flyer (500-2000 miles)","352","10496.268","10848.268","High Spender","4","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515634","","127","8","0","1.75","","","No Cancellation/nothing booked","nothing booked","F","usa","austin","AUS","false","false","16","16-24","not married, no children","","","","","","","","","","","","","","","Other","Exclusive Discounts"
"515639","","176","9","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","los angeles","LAX","false","false","39","35-44","not married, no children","2.6666666666666667","1.1666666666666667","0.85714285714285714286","7","Frequent Traveler","78.8571428571428571","2161.7313653714","Long-Haul Flyer (>2000 miles)","6326","5704.532","12030.532","High Spender","6.285714285714286","Last Minute Booker","Mile Master","Free Checked Bag"
"515645","","96","8","0","1","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","LGA","true","false","35","35-44","married, no children","8.0000000000000000","1.5000000000000000","1.00000000000000000000","3","Casual Traveler","24.0000000000000000","791.6472321189348","Medium-Haul Flyer (500-2000 miles)","12282","241.57","12523.57","High Spender","6","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515666","","144","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","usa","columbus","LCK","true","false","38","35-44","married, no children","3.2500000000000000","1.00000000000000000000","0.50000000000000000000","4","Casual Traveler","128.0000000000000000","700.6025954377108","Medium-Haul Flyer (500-2000 miles)","1334.00","780.12","2114.12","","7.75","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515675","400","410","9","1","2.5555555555555554","0","4.5","Last-Minute Cancellers (1-7 days)","Solo and group traveler","F","usa","tacoma","TCM","false","false","30","25-34","not married, no children","1.5000000000000000","1.5000000000000000","0.00000000000000000000","2","Casual Traveler","48.0000000000000000","2332.4064205463987","Long-Haul Flyer (>2000 miles)","860.8","429.492","1290.292","","6","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515684","","228","9","0","2.5555555555555554","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","LGA","false","false","53","45-54","not married, no children","1.4000000000000000","1.2000000000000000","0.85714285714285714286","7","Frequent Traveler","78.8571428571428571","1050.3165400617343","Medium-Haul Flyer (500-2000 miles)","3136.20","2698.2695","5834.4695","","8","Early Booker","Jet Sprint Nomad","Exclusive Discounts"
"515688","","160","8","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","akron","AKR","true","true","46","45-54","married, children","2.7500000000000000","1.2500000000000000","1.2500000000000000","4","Casual Traveler","90.0000000000000000","753.7568109388995","Medium-Haul Flyer (500-2000 miles)","2400","1035.13","3435.13","","8","Early Booker","Family Traveler","Free Hotel Meal"
"515694","","245","8","0","3.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","lubbock","LBB","false","false","43","35-44","not married, no children","1.00000000000000000000","1.00000000000000000000","0.50000000000000000000","6","Frequent Traveler","56.0000000000000000","1061.7961961192689","Medium-Haul Flyer (500-2000 miles)","2643","1763.2765","4406.2765","","7.5","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515713","","147","8","0","1.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","tucson","DMA","true","false","42","35-44","married, no children","20.3333333333333333","1.3333333333333333","0.00000000000000000000","3","Casual Traveler","384.0000000000000000","2312.6017525688235","Long-Haul Flyer (>2000 miles)","8682","1084.438","9766.438","High Spender","5.5","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515727","","118","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","laredo","LRD","true","false","37","35-44","married, no children","2.2500000000000000","1.00000000000000000000","0.25000000000000000000","4","Casual Traveler","84.0000000000000000","1442.4781364092885","Medium-Haul Flyer (500-2000 miles)","1994.55","1516.82","3511.37","","7.25","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515735","","91","9","0","0.8888888888888888","","","No Cancellation/nothing booked","Solo traveler","F","usa","chicago","MDW","true","true","63","55-64","married, children","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","1","Low Freqent Traveler","24.0000000000000000","1642.6140605734481","Medium-Haul Flyer (500-2000 miles)","119","517.22","636.22","","7","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515739","","103","8","0","1.25","","","No Cancellation/nothing booked","Solo traveler","F","usa","new york","LGA","true","false","47","45-54","married, no children","2.5000000000000000","1.00000000000000000000","0.66666666666666666667","3","Casual Traveler","48.0000000000000000","1209.0574294601242","Medium-Haul Flyer (500-2000 miles)","674","659.72","1333.72","","6","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515751","","159","8","0","2.125","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","new york","JFK","true","true","42","35-44","married, children","2.3333333333333333","1.3333333333333333","0.66666666666666666667","3","Casual Traveler","96.0000000000000000","1266.0664162470275","Medium-Haul Flyer (500-2000 miles)","4812","3130.04","7942.04","High Spender","7.666666666666667","Last Minute Booker","High Spender","1 Night free Hotel with Flight"
"515764","","94","8","0","1.125","","","No Cancellation/nothing booked","Solo traveler","F","canada","edmonton","YED","false","true","23","16-24","not married, children","9.6666666666666667","1.00000000000000000000","2.0000000000000000","3","Casual Traveler","96.0000000000000000","1377.73474057115","Medium-Haul Flyer (500-2000 miles)","9408","364.7","9772.7","High Spender","8","Early Booker","High Spender","1 Night free Hotel with Flight"
"515778","","137","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","usa","milwaukee","MKE","true","false","51","45-54","married, no children","4.0000000000000000","1.00000000000000000000","0.50000000000000000000","3","Casual Traveler","96.0000000000000000","1197.705009792671","Medium-Haul Flyer (500-2000 miles)","1933.2","726.46","2659.66","","7.5","Last Minute Booker","Business Traveler","No Cancellation Fees"
"515802","","160","8","0","2","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","las vegas","LAS","false","false","40","35-44","not married, no children","2.8000000000000000","1.4000000000000000","0.75000000000000000000","5","Frequent Traveler","108.0000000000000000","1337.598919813588","Medium-Haul Flyer (500-2000 miles)","4278.8","3645.92","7924.72","High Spender","6.5","Last Minute Booker","Spontaneous Globetrotter","No Cancellation Fees"
"515818","","140","8","0","1.5","","","No Cancellation/nothing booked","Family/Group traveler","M","usa","chicago","ORD","false","false","66","65+","not married, no children","","","0.00000000000000000000","1","Low Freqent Traveler","120.0000000000000000","1776.5161346396565","Medium-Haul Flyer (500-2000 miles)","0","2056.22","2056.22","","7","Last Minute Booker","Occasional Traveler","1 Night free Hotel with Flight"
"515831","","145","8","0","1.875","","","No Cancellation/nothing booked","Solo traveler","F","usa","indianapolis","IND","false","true","31","25-34","not married, children","1.00000000000000000000","1.00000000000000000000","0.50000000000000000000","2","Casual Traveler","60.0000000000000000","1209.4339139385859","Medium-Haul Flyer (500-2000 miles)","646","729.63","1375.63","","9.5","Early Booker","Family Traveler","Free Hotel Meal"
"515835","","145","8","0","1.875","","","No Cancellation/nothing booked","Solo and group traveler","F","usa","fort worth","FTW","true","true","47","45-54","married, children","1.00000000000000000000","1.3333333333333333","0.33333333333333333333","3","Casual Traveler","56.0000000000000000","791.1677400059492","Medium-Haul Flyer (500-2000 miles)","1929","1183.67","3112.67","","6.333333333333333","Last Minute Booker","Family Traveler","Free Hotel Meal"
"515854","","130","8","0","1.625","","","No Cancellation/nothing booked","Solo traveler","F","usa","reno","RNO","true","false","66","65+","married, no children","5.0000000000000000","1.00000000000000000000","","2","Casual Traveler","120.0000000000000000","","Unknown","1097","0","1097","","12","Early Booker","Senior Traveler","No Cancellation Fees"
"515874","","113","9","0","1.1111111111111112","","","No Cancellation/nothing booked","Family/Group traveler","F","usa","anchorage","ANC","true","false","67","65+","married, no children","9.0000000000000000","2.0000000000000000","","1","Low Freqent Traveler","216.0000000000000000","","Unknown","1962","0","1962","","8","Early Booker","Occasional Traveler","1 Night free Hotel with Flight"
